# compound name, pubchem_id, CNS, xLogP, TPSA, SMILES
          Oxprenolol,       4631,      FALSE,    2.100,     50.700, CC(C)NCC(O)COC1=CC=CC=C1OCC=C
          Oxybenzone,       4632,      FALSE,    3.600,     46.500, COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1
       Oxybuprocaine,       4633,      FALSE,    3.100,     64.800, CCCCOC1=C(N)C=CC(=C1)C(=O)OCCN(CC)CC
          Oxybutynin,       4634,       TRUE,    4.200,     49.800, CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
           Oxycodone,    5284603,       TRUE,    1.200,     59.000, [H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O
       Oxymetazoline,       4636,      FALSE,    2.900,     44.600, CC1=CC(=C(O)C(C)=C1CC1=NCCN1)C(C)(C)C
         Oxymorphone,    5284604,       TRUE,    0.800,     70.000, [H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CCC2=O
    Oxyphencyclimine,       4642,      FALSE,    2.900,     62.100, CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
        Oxyphenonium,       5749,      FALSE,    4.100,     46.500, CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
     Oxytetracycline,   54675779,      FALSE,   -1.600,    202.000, [H][C@@]12[C@@H](O)[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C
        Paliperidone,     115237,       TRUE,    2.200,     82.200, CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1
        Palonosetron,    6337614,      FALSE,    2.800,     23.600, [H][C@@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2
         Pamidronate,       4674,      FALSE,   -6.900,    161.000, NCCC(O)(P(O)(O)=O)P(O)(O)=O
         Pancuronium,     441289,      FALSE,    6.600,     52.600, [H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1
        Pantoprazole,       4679,      FALSE,    2.400,    106.000, COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=C(OC(F)F)C=C3)=NC=C1
          Papaverine,       4680,      FALSE,    3.900,     49.800, COC1=C(OC)C=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1
      Paramethadione,       8280,      FALSE,    0.800,     46.600, CCC1(C)OC(=O)N(C)C1=O
       Paramethasone,       5875,      FALSE,    2.000,     94.800, [H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@]([H])(F)C2=CC(=O)C=C[C@]12C
           Pargyline,       4688,      FALSE,    2.100,      3.200, CN(CC#C)CC1=CC=CC=C1
        Paricalcitol,    5281104,      FALSE,    5.000,     60.700, [H]C1CC[C@]2(C)[C@]([H])(CC[C@@]2([H])\C1=C\C=C1C[C@@H](O)C[C@H](O)C1)[C@H](C)\C=C\[C@H](C)C(O)(C)C
         Paromomycin,     165580,      FALSE,   -8.700,    347.000, NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
          Paroxetine,      43815,       TRUE,    3.500,     39.700, FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1
           Pazopanib,   10113978,      FALSE,    3.100,    127.000, CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1
          Pefloxacin,      51081,      FALSE,    0.300,     64.100, CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1
          Pemetrexed,  135410875,      FALSE,    0.200,    187.000, NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)N1
          Pemirolast,      57697,      FALSE,   -0.300,     87.100, CC1=CC=CN2C(=O)C(=CN=C12)C1=NNN=N1
          Penbutolol,      37464,      FALSE,    4.200,     41.500, CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1
         Penciclovir,  135398748,      FALSE,   -1.900,    126.000, NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2
        Pentagastrin,    9853654,      FALSE,    1.500,    276.000, CSCC[C@H](NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)CCNC(=O)OCC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
         Pentamidine,       4735,      FALSE,    2.600,    118.000, NC(=N)C1=CC=C(OCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1
         Pentazocine,     441278,       TRUE,    3.300,     23.500, C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C
       Pentobarbital,       4737,      FALSE,    2.100,     75.300, CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
         Pentolinium,       5850,      FALSE,    2.400,      0.000, C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
         Pentostatin,     439693,      FALSE,   -2.100,    112.000, OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC[C@H]2O
      Pentoxifylline,       4740,      FALSE,    0.300,     75.500, CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C
          Perflutren,       6432,      FALSE,    3.100,      0.000, FC(F)(F)C(F)(F)C(F)(F)F
           Pergolide,      47811,      FALSE,    4.200,     44.300, [H][C@@]12CC3=CNC4=CC=CC(=C34)[C@@]1([H])C[C@@H](CSC)CN2CCC
         Perhexiline,       4746,      FALSE,    6.800,     12.000, C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1
         Perindopril,     107807,      FALSE,    0.900,     95.900, [H][C@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O
          Permethrin,      40326,      FALSE,    6.500,     35.500, CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1
        Perphenazine,       4748,       TRUE,    4.200,     55.200, OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
         Phenacemide,       4753,      FALSE,    0.900,     72.200, NC(=O)NC(=O)CC1=CC=CC=C1
     Phenazopyridine,       4756,      FALSE,    1.900,     89.600, NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1
     Phendimetrazine,      30487,      FALSE,    1.900,     12.500, CC1C(OCCN1C)C1=CC=CC=C1
          Phenelzine,       3675,       TRUE,    1.200,     38.000, NNCCC1=CC=CC=C1
          Phenformin,       8249,      FALSE,   -0.800,    103.000, NC(=N)NC(=N)NCCC1=CC=CC=C1
        Phenindamine,      11291,      FALSE,    3.100,      3.200, CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1
         Phenindione,       4760,      FALSE,    2.900,     34.100, O=C1C(C(=O)C2=CC=CC=C12)C1=CC=CC=C1
         Pheniramine,       4761,      FALSE,    2.800,     16.100, CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1
       Phenmetrazine,       4762,      FALSE,    1.400,     21.300, CC1NCCOC1C1=CC=CC=C1
       Phenobarbital,       4763,       TRUE,    1.500,     75.300, CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1
              Phenol,        996,      FALSE,    1.500,     20.200, OC1=CC=CC=C1
    Phenoxybenzamine,       4768,      FALSE,    4.400,     12.500, CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1
       Phenprocoumon,   54680692,      FALSE,    3.600,     46.500, CCC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2
        Phensuximide,       6839,      FALSE,    0.800,     37.400, CN1C(=O)CC(C1=O)C1=CC=CC=C1
         Phentermine,       4771,      FALSE,    1.900,     26.000, CC(C)(N)CC1=CC=CC=C1
        Phentolamine,       5775,      FALSE,    2.600,     47.900, CC1=CC=C(C=C1)N(CC1=NCCN1)C1=CC(O)=CC=C1
      Phenylbutazone,       4781,      FALSE,    3.200,     40.600, CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
       Phenylephrine,       6041,      FALSE,   -0.300,     52.500, CNC[C@H](O)C1=CC(O)=CC=C1
           Phenytoin,       1775,       TRUE,    2.500,     58.200, O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1
       Physostigmine,       5983,      FALSE,    0.700,     44.800, [H][C@]12N(C)CC[C@@]1(C)C1=C(C=CC(OC(=O)NC)=C1)N2C
        Phytonadione,    5284607,      FALSE,   10.900,     34.100, CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC\C(C)=C\CC1=C(C)C(=O)C2=C(C=CC=C2)C1=O
         Pilocarpine,       5910,      FALSE,    1.100,     44.100, CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O
            Pimozide,      16362,       TRUE,    6.300,     35.600, FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1
            Pindolol,       4828,      FALSE,    1.800,     57.300, CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
        Pioglitazone,       4829,      FALSE,    3.800,     93.600, CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1
         Pipazethate,      22425,      FALSE,    3.400,     80.200, O=C(OCCOCCN1CCCCC1)N1C2=CC=CC=C2SC2=C1N=CC=C2
        Pipecuronium,      50192,      FALSE,    4.500,     59.100, [H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CC[N+](C)(C)CC1)N1CC[N+](C)(C)CC1
        Piperacillin,      43672,      FALSE,    0.500,    182.000, [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O
          Piperazine,       4837,      FALSE,   -1.500,     24.100, C1CNCCN1
          Pipobroman,       4842,      FALSE,    0.400,     40.600, BrCCC(=O)N1CCN(CC1)C(=O)CCBr
         Pipotiazine,      62867,      FALSE,    3.500,     97.800, CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1
          Pirbuterol,       4845,      FALSE,   -0.100,     85.600, CC(C)(C)NCC(O)C1=NC(CO)=C(O)C=C1
         Pirenzepine,       4848,      FALSE,    0.100,     68.800, CN1CCN(CC(=O)N2C3=CC=CC=C3C(=O)NC3=C2N=CC=C3)CC1
           Piroxicam,   54676228,       TRUE,    3.100,    108.000, CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O
        Pitavastatin,    5282452,      FALSE,    3.500,     90.600, O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O
       Pivampicillin,      33478,      FALSE,    2.900,    153.000, [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C
       Pivmecillinam,     115163,      FALSE,    3.100,    114.000, [H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1
          Plerixafor,      65015,      FALSE,    0.000,     78.700, C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1
           Podofilox,      10607,      FALSE,    2.000,     92.700, [H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O
         Polidocanol,     656641,      FALSE,    3.900,    103.000, CCCCCCCCCCCCOCCO
        Polythiazide,       4870,      FALSE,    2.600,    152.000, CN1C(CSCC(F)(F)F)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O
        Pomalidomide,     134780,      FALSE,    0.200,    110.000, NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O
           Ponatinib,   24826799,      FALSE,    4.100,     65.800, CN1CCN(CC2=CC=C(NC(=O)C3=CC(C#CC4=CN=C5C=CC=NN45)=C(C)C=C3)C=C2C(F)(F)F)CC1
        Posaconazole,     468595,      FALSE,    4.600,    112.000, CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1
           Practolol,       4883,      FALSE,    0.800,     70.600, CC(C)NCC(O)COC1=CC=C(NC(C)=O)C=C1
        Pralatrexate,     148121,      FALSE,   -0.900,    207.000, NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1
         Pralidoxime,  135398747,      FALSE,    1.000,     36.500, C[N+]1=C(\C=N\O)C=CC=C1
         Pramipexole,     119570,       TRUE,    1.900,     79.200, CCCN[C@H]1CCC2=C(C1)SC(N)=N2
          Pranlukast,       4887,      FALSE,    4.200,    119.000, O=C(NC1=CC2=C(C=C1)C(=O)C=C(O2)C1=NNN=N1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1
           Prasugrel,    6918456,      FALSE,    3.600,     74.800, CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1
         Pravastatin,      54687,      FALSE,    1.600,    124.000, [H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC
            Prazepam,       4890,      FALSE,    3.600,     32.700, ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1
        Praziquantel,       4891,      FALSE,    2.700,     40.600, O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1
            Prazosin,       4893,      FALSE,    2.000,    107.000, COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1
       Prednicarbate,    6714002,      FALSE,    4.200,    116.000, CCOC(=O)OC1(CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C)C(=O)COC(=O)CC
        Prednisolone,       5755,      FALSE,    1.600,     94.800, [H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
          Prednisone,       5865,      FALSE,    1.500,     91.700, [H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
          Pregabalin,    5486971,       TRUE,   -1.600,     63.300, CC(C)C[C@H](CN)CC(O)=O
          Prilocaine,       4906,      FALSE,    2.100,     41.100, CCCNC(C)C(=O)NC1=CC=CC=C1C
          Primaquine,       4908,      FALSE,    2.200,     60.200, COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1
           Primidone,       4909,       TRUE,    0.900,     58.200, CCC1(C(=O)NCNC1=O)C1=CC=CC=C1
          Probenecid,       4911,      FALSE,    3.200,     83.100, CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O
            Probucol,       4912,      FALSE,   11.300,     91.100, CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C
        Procainamide,       4913,      FALSE,    0.900,     58.400, CCN(CC)CCNC(=O)C1=CC=C(N)C=C1
            Procaine,       4914,      FALSE,    1.900,     55.600, CCN(CC)CCOC(=O)C1=CC=C(N)C=C1
        Procarbazine,       4915,      FALSE,    0.100,     53.200, CNNCC1=CC=C(C=C1)C(=O)NC(C)C
    Prochlorperazine,       4917,       TRUE,    4.900,     35.000, CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
        Procyclidine,       4919,      FALSE,    4.100,     23.500, OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1
          Proflavine,       7099,      FALSE,    1.800,     64.900, NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1
           Progabide,      44115,      FALSE,    3.000,     75.700, NC(=O)CCCN\C(C1=CC=C(Cl)C=C1)=C1/C=C(F)C=CC1=O
        Progesterone,       5994,      FALSE,    3.900,     34.100, [H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C
           Proguanil,    6178111,      FALSE,    1.500,     88.800, CC(C)\N=C(/N)N=C(N)NC1=CC=C(Cl)C=C1
           Promazine,       4926,      FALSE,    4.500,     31.800, CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12
        Promethazine,       4927,       TRUE,    4.800,     31.800, CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
         Propafenone,       4932,      FALSE,    3.300,     58.600, CCCNCC(O)COC1=CC=CC=C1C(=O)CCC1=CC=CC=C1
       Propantheline,       4934,      FALSE,    4.200,     35.500, CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C
        Proparacaine,       4935,      FALSE,    2.700,     64.800, CCCOC1=C(N)C=C(C=C1)C(=O)OCCN(CC)CC
      Propericiazine,       4747,      FALSE,    3.500,     75.800, OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1
        Propiomazine,       4940,      FALSE,    4.800,     48.800, CCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CC(C)N(C)C)C=C1
            Propofol,       4943,      FALSE,    3.800,     20.200, CC(C)C1=CC=CC(C(C)C)=C1O
        Propoxyphene,      10100,      FALSE,    4.200,     29.500, CCC(=O)OC(CC1=CC=CC=C1)([C@H](C)CN(C)C)C1=CC=CC=C1
         Propranolol,       4946,      FALSE,    3.000,     41.500, CC(C)NCC(O)COC1=CC=CC2=CC=CC=C12
     Propylhexedrine,       7558,      FALSE,    3.500,     12.000, CNC(C)CC1CCCCC1
    Propylthiouracil,     657298,      FALSE,    0.800,     73.200, CCCC1=CC(=O)NC(=S)N1
       Protriptyline,       4976,       TRUE,    4.400,     12.000, CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12
     Pseudoephedrine,       7028,      FALSE,    0.900,     32.300, CN[C@@H](C)[C@@H](O)C1=CC=CC=C1
        Pyrazinamide,       1046,      FALSE,   -0.600,     68.900, NC(=O)C1=NC=CN=C1
      Pyridostigmine,       4991,       TRUE,    0.700,     33.400, CN(C)C(=O)OC1=C[N+](C)=CC=C1
           Pyridoxal,       1050,      FALSE,    0.000,     70.400, CC1=NC=C(CO)C(C=O)=C1O
          Pyridoxine,       1054,      FALSE,   -0.800,     73.600, CC1=NC=C(CO)C(CO)=C1O
       Pyrimethamine,       4993,      FALSE,    2.700,     77.800, CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1
            Quazepam,       4999,      FALSE,    4.000,     47.700, FC1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)F)C2=C1C=C(Cl)C=C2
          Quetiapine,       5002,       TRUE,    2.100,     73.600, OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12
          Quinacrine,        237,      FALSE,    6.000,     37.400, CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC2=C1C=CC(Cl)=C2
           Quinapril,      54892,      FALSE,    1.200,     95.900, CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O
          Quinestrol,       9046,      FALSE,    5.300,     29.500, [H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(OC1CCCC1)C=C3
        Quinethazone,       6307,      FALSE,    1.200,    110.000, CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O
             Quinine,    3034034,      FALSE,    2.900,     45.600, [H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12
         Rabeprazole,       5029,      FALSE,    1.900,     96.300, COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1
          Raloxifene,       5035,      FALSE,    6.100,     98.200, OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2
         Raltitrexed,  135400182,      FALSE,    1.400,    177.000, CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
           Ramelteon,     208902,       TRUE,    2.700,     38.300, CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2
            Ramipril,    5362129,      FALSE,    1.400,     95.900, [H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC
          Ranitidine,    3001055,      FALSE,    0.300,    112.000, CN\C(NCCSCC1=CC=C(CN(C)C)O1)=C/[N+]([O-])=O
          Ranolazine,      56959,      FALSE,    2.700,     74.300, COC1=CC=CC=C1OCC(O)CN1CCN(CC(=O)NC2=C(C)C=CC=C2C)CC1
          Rasagiline,    3052776,       TRUE,    1.800,     12.000, C#CCN[C@@H]1CCC2=CC=CC=C12
         Regadenoson,     219024,      FALSE,   -1.500,    187.000, CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1
         Regorafenib,   11167602,      FALSE,    4.200,     92.400, CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1
        Remifentanil,      60815,       TRUE,    1.900,     76.200, CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC
           Remikiren,    6324659,      FALSE,    4.000,    170.000, CC(C)(C)S(=O)(=O)C[C@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@H](CC1CCCCC1)[C@H](O)[C@H](O)C1CC1
         Remoxipride,      54477,      FALSE,    2.100,     50.800, CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC
         Repaglinide,      65981,      FALSE,    5.200,     78.900, CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O
        Rescinnamine,    5280954,      FALSE,    4.500,    118.000, [H][C@]12C[C@@H](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
           Reserpine,       5770,      FALSE,    4.000,    118.000, [H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2
         Retapamulin,    6918462,      FALSE,    6.100,     92.100, C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CSC1C[C@@H]2CC[C@H](C1)N2C
           Ribavirin,      37542,      FALSE,   -1.800,    144.000, NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
          Riboflavin,     493570,      FALSE,   -1.500,    155.000, CC1=C(C)C=C2N(C[C@H](O)[C@H](O)[C@H](O)CO)C3=NC(=O)NC(=O)C3=NC2=C1
            Ridogrel,    5362391,      FALSE,    3.900,     71.800, OC(=O)CCCCO\N=C(\C1=CN=CC=C1)C1=CC(=CC=C1)C(F)(F)F
         Rilpivirine,    6451164,      FALSE,    4.500,     97.400, CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1
            Riluzole,       5070,       TRUE,    3.600,     76.400, NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
         Rimantadine,       5071,      FALSE,    2.600,     26.000, CC(N)C12CC3CC(CC(C3)C1)C2
          Rimexolone,    5311412,      FALSE,    3.500,     54.400, CCC(=O)[C@@]1(C)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@]12C
          Rimonabant,     104850,      FALSE,    6.500,     50.200, CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1
         Risedronate,       5245,      FALSE,   -3.100,    148.000, OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O
         Risperidone,       5073,       TRUE,    2.700,     61.900, CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
           Ritonavir,     392622,      FALSE,    6.000,    202.000, CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1
         Rivaroxaban,    9875401,      FALSE,    2.500,    116.000, ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O
        Rivastigmine,      77991,       TRUE,    2.300,     32.800, CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
         Rizatriptan,       5078,       TRUE,    1.700,     49.700, CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2
          Rocuronium,     441290,      FALSE,    5.000,     59.000, [H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1
         Roflumilast,     449193,      FALSE,    4.600,     60.400, FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl
    Rolitetracycline,   54682938,      FALSE,   -0.900,    171.000, [H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCCC1)=C(O)[C@H]2N(C)C
          Ropinirole,       5095,       TRUE,    2.700,     32.300, CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
         Ropivacaine,     175805,      FALSE,    2.900,     32.300, CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
       Rosiglitazone,      77999,      FALSE,    3.100,     96.800, CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
           Rosoxacin,     287180,      FALSE,    0.600,     70.500, CCN1C=C(C(O)=O)C(=O)C2=C1C=C(C=C2)C1=CC=NC=C1
